,Symbol,Name,Sector,Industry,Type
2493,MIDD,Middleby Corporation (The) Common Stock,Industrials,Diversified Manufacture,EQUITY
2494,MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2495,MIND,MIND Technology Inc. Common Stock (DE),Industrials,Industrial Machinery/Components,EQUITY
2496,MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),Industrials,Industrial Machinery/Components,EQUITY
2497,MINM,Minim Inc. Common Stock,Consumer Discretionary,Telecommunications Equipment,EQUITY
2498,MIR,Mirion Technologies Inc. Class A Common Stock,Technology,Industrial Machinery/Components,EQUITY
2499,MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2500,MIST,Milestone Pharmaceuticals Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,EQUITY
2501,MITA,Coliseum Acquisition Corp. Class A Ordinary Share,Finance,Blank Checks,EQUITY
2502,MITAU,Coliseum Acquisition Corp. Unit,Finance,Blank Checks,EQUITY
2503,MITK,Mitek Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2504,MITQ,Moving iMage Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,EQUITY
2505,MITT,AG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,EQUITY
2506,MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Finance Companies,EQUITY
2507,MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Farming/Seeds/Milling,EQUITY
2508,MKFG,Markforged Holding Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
2509,MKL,Markel Corporation Common Stock,Finance,Property-Casualty Insurers,EQUITY
2510,MKSI,MKS Instruments Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2511,MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2512,MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
2513,ML,MoneyLion Inc. Class A Common Stock,Technology,Retail: Computer Software & Peripheral Equipment,EQUITY
2514,MLAB,Mesa Laboratories Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2515,MLGO,MicroAlgo Inc. Ordinary Shares,Technology,EDP Services,EQUITY
2516,MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications,EQUITY
2517,MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Wholesale Distributors,EQUITY
2518,MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Building Materials,EQUITY
2519,MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate,EQUITY
2520,MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks,EQUITY
2521,MLSS,Milestone Scientific Inc. Common Stock,Health Care,Industrial Specialties,EQUITY
2522,MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2523,MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2524,MMAT,Meta Materials Inc. Common Stock,Technology,Semiconductors,EQUITY
2525,MMC,Marsh & McLennan Companies Inc. Common Stock,Finance,Specialty Insurers,EQUITY
2526,MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,Finance,Investment Managers,EQUITY
2527,MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing,EQUITY
2528,MMM,3M Company Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2529,MMS,Maximus Inc. Common Stock,Consumer Discretionary,Business Services,EQUITY
2530,MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments,EQUITY
2531,MMT,MFS Multimarket Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2532,MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Finance,Investment Managers,EQUITY
2533,MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2534,MNMD,Mind Medicine (MindMed) Inc. Common Shares,Health Care,Pharmaceuticals and Biotechnology,EQUITY
2535,MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2536,MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2537,MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks,EQUITY
2538,MNSBP,MainStreet Bancshares Inc. Depositary Shares,Finance,Major Banks,EQUITY
2539,MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution),EQUITY
2540,MNTK,Montauk Renewables Inc. Common Stock,Utilities,Power Generation,EQUITY
2541,MNTX,Manitex International Inc. Common Stock,Technology,Industrial Machinery/Components,EQUITY
2542,MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2543,MOBQ,Mobiquity Technologies Inc. Common Stock,Consumer Discretionary,Advertising,EQUITY
2544,MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2545,MODD,Modular Medical Inc. Common Stock,Health Care,Industrial Specialties,EQUITY
2546,MODG,Topgolf Callaway Brands Corp. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
2547,MODN,Model N Inc. Common Stock,Technology,EDP Services,EQUITY
2548,MOFG,MidWestOne Financial Gp Common Stock,Finance,Major Banks,EQUITY
2549,MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities,EQUITY
2550,MOND,Mondee Holdings Inc. Class A Common Stock,Consumer Discretionary,Other Consumer Services,EQUITY
2551,MORF,Morphic Holding Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2552,MORN,Morningstar Inc. Common Stock,Finance,Advertising,EQUITY
2553,MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals,EQUITY
2554,MOV,Movado Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties,EQUITY
2555,MOVE,Movano Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
2556,MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance,Finance Companies,EQUITY
2557,MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2558,MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks,EQUITY
2559,MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies,EQUITY
2560,MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production,EQUITY
2561,MPU,Mega Matrix Corp. Common Stock,Consumer Discretionary,Diversified Commercial Services,EQUITY
2562,MPV,Barings Participation Investors Common Stock,Finance,Finance Companies,EQUITY
2563,MPW,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts,EQUITY
2564,MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors,EQUITY
2565,MPX,Marine Products Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys,EQUITY
2566,MQ,Marqeta Inc. Class A Common Stock,Technology,EDP Services,EQUITY
2567,MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,Finance,Finance Companies,EQUITY
2568,MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Finance,Investment Managers,EQUITY
2569,MRAI,Marpai Inc. Class A Common Stock,Health Care,Managed Health Care,EQUITY
2570,MRAM,Everspin Technologies Inc. Common Stock,Technology,Electronic Components,EQUITY
2571,MRBK,Meridian Corporation Common Stock,Finance,Major Banks,EQUITY
2572,MRC,MRC Global Inc. Common Stock,Industrials,Fluid Controls,EQUITY
2573,MRCC,Monroe Capital Corporation Common Stock,Finance,Investment Managers,EQUITY
2574,MRIN,Marin Software Incorporated Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2575,MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2576,MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2577,MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2578,MRNS,Marinus Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2579,MRO,Marathon Oil Corporation Common Stock,Energy,Oil & Gas Production,EQUITY
2580,MRSN,Mersana Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2581,MRTN,Marten Transport Ltd. Common Stock,Industrials,Trucking Freight/Courier Services,EQUITY
2582,MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2583,MRVL,Marvell Technology Inc. Common Stock,Technology,Semiconductors,EQUITY
2584,MS,Morgan Stanley Common Stock,Finance,Investment Bankers/Brokers/Service,EQUITY
2585,MSA,MSA Safety Incorporated Common Stock,Technology,Security Systems Services,EQUITY
2586,MSB,Mesabi Trust Common Stock,Basic Materials,Metal Mining,EQUITY
2587,MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
2588,MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks,EQUITY
2589,MSCI,MSCI Inc Common Stock,Finance,Advertising,EQUITY
2590,MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2591,MSDA,MSD Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks,EQUITY
2592,MSEX,Middlesex Water Company Common Stock,Utilities,Water Supply,EQUITY
2593,MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2594,MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,Hotels/Resorts,EQUITY
2595,MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,EQUITY
2596,MSM,MSC Industrial Direct Company Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2597,MSN,Emerson Radio Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances,EQUITY
2598,MSSAU,Metal Sky Star Acquisition Corporation Unit,Finance,Blank Checks,EQUITY
2599,MSTR,MicroStrategy Incorporated Common Stock Class A,Technology,Computer Software: Prepackaged Software,EQUITY
2600,MSVB,Mid-Southern Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
2601,MTB,M&T Bank Corporation Common Stock,Finance,Major Banks,EQUITY
2602,MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing,EQUITY
2603,MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production,EQUITY
2604,MTEM,Molecular Templates Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2605,MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2606,MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers,EQUITY
2607,MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding,EQUITY
2608,MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Movies/Entertainment,EQUITY
2609,MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2610,MTR,Mesa Royalty Trust Common Stock,Energy,Oil & Gas Production,EQUITY
2611,MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Military/Government/Technical,EQUITY
2612,MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors,EQUITY
2613,MTTR,Matterport Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,EQUITY
2614,MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks,EQUITY
2615,MTX,Minerals Technologies Inc. Common Stock,Industrials,Major Chemicals,EQUITY
2616,MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,EQUITY
2617,MU,Micron Technology Inc. Common Stock,Technology,Semiconductors,EQUITY
2618,MUA,Blackrock MuniAssets Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2619,MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Finance,Finance Companies,EQUITY
2620,MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2621,MUI,BlackRock Municipal Income Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2622,MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2623,MULN,Mullen Automotive Inc. Common Stock,Consumer Discretionary,Auto Manufacturing,EQUITY
2624,MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production,EQUITY
2625,MUSA,Murphy USA Inc. Common Stock,Utilities,Natural Gas Distribution,EQUITY
2626,MUX,McEwen Mining Inc. Common Stock,Basic Materials,Other Metals and Minerals,EQUITY
2627,MVBF,MVB Financial Corp. Common Stock,Finance,Savings Institutions,EQUITY
2628,MVF,Blackrock MuniVest Fund Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
2629,MVIS,MicroVision Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2630,MVLA,Movella Holdings Inc. Common Stock,Technology,EDP Services,EQUITY
2631,MVO,MV Oil Trust Units of Beneficial Interests,Energy,Oil & Gas Production,EQUITY
2632,MVST,Microvast Holdings Inc. Common Stock,Industrials,Industrial Machinery/Components,EQUITY
2633,MVT,Blackrock MuniVest Fund II Inc.  Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2634,MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,Office Equipment/Supplies/Services,EQUITY
2635,MXC,Mexco Energy Corporation Common Stock,Energy,Oil & Gas Production,EQUITY
2636,MXCT,MaxCyte Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
2637,MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Finance,Finance Companies,EQUITY
2638,MXF,Mexico Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2639,MXL,MaxLinear Inc. Common Stock,Technology,Semiconductors,EQUITY
2640,MYD,Blackrock MuniYield Fund Inc.  Common Stock,Finance,Trusts Except Educational Religious and Charitable,EQUITY
2641,MYE,Myers Industries Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,EQUITY
2642,MYFW,First Western Financial Inc. Common Stock,Finance,Major Banks,EQUITY
2643,MYGN,Myriad Genetics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,EQUITY
2644,MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Finance,Finance Companies,EQUITY
2645,MYMD,MyMD Pharmaceuticals Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products ,EQUITY
2646,MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance,Finance Companies,EQUITY
2647,MYO,Myomo Inc. Common Stock,Health Care,Industrial Specialties,EQUITY
2648,MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,Technology,EDP Services,EQUITY
2649,MYPSW,PLAYSTUDIOS Inc. Warrant,Technology,EDP Services,EQUITY
2650,MYRG,MYR Group Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,EQUITY
2651,NAC,Nuveen California Quality Municipal Income Fund,Finance,Investment Managers,EQUITY
2652,NAD,Nuveen Quality Municipal Income Fund Common Stock,Finance,Investment Managers,EQUITY
2653,NAII,Natural Alternatives International Inc. Common Stock,Consumer Discretionary,Food Distributors,EQUITY
2654,NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Finance,Investment Managers,EQUITY
2655,NAOV,NanoVibronix Inc. Common Stock,Health Care,Industrial Specialties,EQUITY
2656,NARI,Inari Medical Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,EQUITY
2657,NATH,Nathan's Famous Inc. Common Stock,Consumer Discretionary,Restaurants,EQUITY
2658,NATR,Nature's Sunshine Products Inc. Common Stock,Consumer Staples,Farming/Seeds/Milling,EQUITY
2659,NAUT,Nautilus Biotechnolgy Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
2660,NAVB,Navidea Biopharmaceuticals Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,EQUITY
2661,NAVI,Navient Corporation Common Stock,Finance,Finance: Consumer Services,EQUITY
2662,NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services,EQUITY
2663,NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,EQUITY
2664,NBH,Neuberger Berman Municipal Fund Inc. Common Stock,Finance,Finance/Investors Services,EQUITY
2665,NBHC,National Bank Holdings Corporation Common Stock,Finance,Major Banks,EQUITY
2666,NBIX,Neurocrine Biosciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),EQUITY
2667,NBN,Northeast Bank Common Stock,Finance,Major Banks,EQUITY
2668,NBST,Newbury Street Acquisition Corporation Common Stock,Industrials,Consumer Electronics/Appliances,EQUITY
2669,NBSTU,Newbury Street Acquisition Corporation Units,Industrials,Consumer Electronics/Appliances,EQUITY
2670,NBTB,NBT Bancorp Inc. Common Stock,Finance,Major Banks,EQUITY
2671,NBY,NovaBay Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,EQUITY
